id_unidad,nombre_unidad,nombre_organismo,cantidad_licitaciones,totalgastado,primera_licitacion,ultima_licitacion,gasto_2022,diferencia_anterior_2023,proveedores_2022,proveedores_2023,competencia_otros,valor_promedio_compra,cantidad_trabajadores,cliente_nuevo
5870,I MUNICIPALIDAD DE RENCA,I MUNICIPALIDAD DE RENCA,2,82434000,06/07/2022,25/04/2023,82425000,16476000,1,1,1,41217000,521,0
777304,UNIDAD DE COMPRA INSUMOS  Y OTROS,HOSPITAL CLINICO METROPOLITANO DE LA FLORIDA DOCTORA ELOISA DIAZ,4,81577408,03/08/2021,23/02/2023,60112953,-9140532.4,11,4,2,20394352,3227,0
750998,Departamento de Licitaciones,I MUNICIPALIDAD DE LO ESPEJO,3,81142788,31/08/2021,25/04/2023,4333180,-24698582.4,1,1,2,27047596,2306,0
3040,Hospital de Curepto,SERVICIO DE SALUD DEL MAULE HOSPITAL DE CUREPTO,6,80793759,01/02/2018,05/11/2021,0,16158751.8,0,0,2,13465626.5,0,0
3341,Dirección de Administración y Finanzas,I MUNICIPALIDAD DE PUNTA ARENAS,12,80149649,16/01/2018,07/06/2022,33737264,16029929.8,6,0,2,6679137.417,496,0
1754,COMPRAS NORMALES,SERVICIO NACIONAL DE PREVENCIÓN Y RESPUESTA ANTE DESASTRES,1,80080661,15/11/2021,15/11/2021,0,16016132.2,0,0,2,80080661,423,0
4767,Secoplac,I MUNICIPALIDAD DE SIERRA GORDA,1,80000000,16/09/2020,16/09/2020,0,16000000,0,0,2,80000000,232,0
3359,SERVICIO MUNICIPAL DE EDUCACIÓN,I MUNICIPALIDAD DE ARICA,7,79763327,14/03/2018,25/10/2019,0,15952665.4,0,0,2,11394761,2252,0
3437,Salud - Adquisiciones,I MUNICIPALIDAD DE CURICO,12,79503660,09/03/2019,25/05/2023,31974930,-2239812,16,9,2,6625305,4861,0
4255,Ilustre Municipalidad de La Unión,I MUNICIPALIDAD DE LA UNION,14,79190040,25/04/2019,05/07/2022,37440979,15838008,19,0,2,5656431.429,1473,0
1115456,Equipos Médicos,SERVICIO DE SALUD HOSPITAL DE SAN FERNANDO,1,78152604,15/10/2021,15/10/2021,0,15630520.8,0,0,2,78152604,1286,0
4609,Secplan,I MUNICIPALIDAD DE LAS CABRAS,2,77931190,05/02/2019,25/05/2020,0,15586238,0,0,2,38965595,1101,0
5901,SECPLAN MUNICIPALIDAD DE CONCEPCION,I MUNICIPALIDAD DE CONCEPCION,2,77813751,30/09/2021,26/09/2022,45132802,15562750.2,1,0,2,38906875.5,608,0
1057430,Bienes y Servicios,SERVICIO NACIONAL DE SALUD HOSPITAL DE LOTA,11,76770510,10/07/2019,17/03/2023,30586031,6791518.8,4,3,2,6979137.273,0,0
4189,IVª Brigada Aérea,FUERZA AEREA DE CHILE COMANDO LOGISTICO,22,75817782,03/01/2018,07/06/2023,3818372,12585174,2,2,2,3446262.818,0,0
6505,LOGÍSTICA VALDIVIA,POLICIA DE INVESTIGACIONES DE CHILE,2,75648390,20/07/2018,24/03/2023,0,-74292402,0,1,2,37824195,13522,0
3919,DPTO. MUNICIPALIDAD,I MUNICIPALIDAD DE ALHUE,1,75602565,08/11/2022,08/11/2022,75602565,15120513,1,0,2,75602565,398,0
3475,DEPARTAMENTO COMPRAS PÚBLICAS,I MUNICIPALIDAD DE QUILICURA,5,75454064,09/03/2021,10/05/2022,75403563,15090812.8,3,0,2,15090812.8,523,0
5502,Insumos Medicos,HOSPITAL PUERTO MONTT SERVICIO DE SALUD DEL RELONCAVI,2,75077000,13/02/2018,20/07/2018,0,15015400,0,0,2,37538500,0,0
5170,DAF,I MUNICIPALIDAD DE SAN FABIAN,2,72612850,07/03/2019,15/06/2020,0,14522570,0,0,2,36306425,457,0
2585,DELEGACION PRESIDENCIAL REGIONAL DE LA ARAUCANIA,DELEGACIÓN PRESIDENCIAL REGIONAL DE LA ARAUCANÍA,1,72342885,31/12/2019,31/12/2019,0,14468577,0,0,2,72342885,0,0
1057439,Bienes y Servicios,SERVICIO DE SALUD COQUIMBO HOSPITAL LA SERENA,2,72189407,30/12/2020,08/06/2023,0,-70565318.6,0,2,2,36094703.5,2376,0
1151575,CENTRO DE FORMACION TECNICA DE LA REGION DE ATACAM,CENTRO DE FORMACION TECNICA DE LA REGION DE ATACAMA,2,72125493,29/07/2022,12/05/2023,52566572,-9045606.6,3,3,2,36062746.5,23,0
1630,Dirección Nacional,DIRECCION GENERAL DE GENDARMERIA DE CHIL,3,71507663,18/12/2019,22/07/2022,3928100,14301532.6,3,0,2,23835887.67,21544,0
3358,SERVICIO MUNICIPAL DE SALUD,I MUNICIPALIDAD DE ARICA,21,71142216,16/10/2018,09/05/2023,22336091,5644938,9,2,2,3387724.571,2252,0
1057056,Activos Fijos,SERV SALUD METROPOLITANO CENTRAL HOSPITAL CLINICO SAN BORJA ARRIARAN,1,70000000,15/09/2022,15/09/2022,70000000,14000000,1,0,2,70000000,3919,0
5232,DEPTO. EDUCACION,Ilustre Municipalidad de Curepto,5,69749106,21/08/2018,04/04/2023,2784000,-10093938,1,2,2,13949821.2,470,0
4812,Educación,I MUNICIPALIDAD DE LEBU,14,69623487,31/08/2018,15/06/2023,20480296,7235269.8,3,2,2,4973106.214,1284,0
3764,SECPLAC,I MUNICIPALIDAD DE RENGO,1,69358008,09/11/2021,09/11/2021,0,13871601.6,0,0,2,69358008,2364,0
3645,Dirección de Administración y Finanzas,I MUNICIPALIDAD DE TOME,4,68858950,01/06/2018,20/06/2023,0,-55106950,0,1,2,17214737.5,975,0
4287,Cuartel General V División de Ejército - CGVDE,COMANDO DE APOYO A LA FUERZA,13,68375520,25/01/2018,18/04/2023,7551298,11355776.4,5,1,2,5259655.385,21,0
3442,DEPARTAMENTO DE ADQUISICIONES,ILUSTRE MUNICIPALIDAD DE LA SERENA,66,68018013,12/03/2018,19/06/2023,19521720,7596401.4,16,6,2,1030575.955,700,0
796305,Bienestar Social V Brigada Aerea,FUERZA AEREA DE CHILE COMANDO LOGISTICO,18,67915492,02/04/2018,25/11/2022,18912860,13583098.4,3,0,2,3773082.889,227,0
1850,Junji - XI Región,JUNTA NACIONAL DE JARDINES         INFANTILES,3,67898830,11/04/2018,13/10/2021,0,13579766,0,0,2,22632943.33,23015,0
1035685,Dirección económica y administrativa.,CENTRO DE FORMACION TECNICA ESTATAL DE LA REGION DE LOS RIOS,2,67832561,12/12/2019,05/12/2022,35271908,13566512.2,1,0,2,33916280.5,44,0
1924,I.N.D. ESTADIO NACIONAL,INSTITUTO NACIONAL DE DEPORTES DE CHILE,6,67723626,31/07/2018,27/07/2022,18660500,13544725.2,7,0,2,11287271,1210,0
2511,DELEGACIÓN PRESIDENCIAL PROVINCIAL DE OSORNO,DELEGACIÓN PRESIDENCIAL PROVINCIAL DE OSORNO,2,67720146,06/11/2019,14/04/2021,0,13544029.2,0,0,2,33860073,0,0
5124,Educación,I MUNICIPALIDAD DE CURACAVI,6,67384664,16/02/2020,01/04/2020,0,13476932.8,0,0,2,11230777.33,667,0
4574,Instituto de Investigaciones y Control - IDIC,COMANDO DE APOYO A LA FUERZA,12,67041757,01/08/2018,06/04/2023,4182763,-17615027.8,1,2,2,5586813.083,213,0
5003,Depto. De Salud,I MUNICIPALIDAD DE CABRERO,7,67031493,27/11/2018,18/04/2022,1,13406298.6,1,0,2,9575927.571,339,0
4531,Municipalidad de Saavedra-Salud,I MUNICIPALIDAD DE SAAVEDRA,9,66961799,07/03/2018,03/11/2022,4542000,13392359.8,2,0,2,7440199.889,261,0
1057498,Bienes y Servicios,SERVICIO DE SALUD SUR HOSPITAL SANATORIO EL PINO,4,66783456,25/01/2021,14/09/2022,36015966,13356691.2,3,0,2,16695864,2028,0
4087,CENTRO DE ABASTECIMIENTO (M) (ADQ),DIRECCION DE ABASTECIMIENTO DE LA ARMADA,10,66581295,20/11/2019,13/03/2023,39145429,1534209,3,1,2,6658129.5,0,0
4313,DELEGACION DE BIENESTAR PUERTO WILLIAMS,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,9,65874745,25/06/2021,24/02/2023,48367645,8726429,7,1,2,7319416.111,35,0
4254,Departamento Finanzas-Adquisiones,I MUNICIPALIDAD DE OLMUE,3,65833442,08/01/2019,05/01/2021,0,13166688.4,0,0,2,21944480.67,567,0
584264,DIRECCION DE SECPLA,I MUNICIPALIDAD DE INDEPENDENCIA,3,65562220,12/03/2021,15/07/2022,49395000,13112444,1,0,2,21854073.33,1566,0
2372,Región de Atacama,DIRECCION GENERAL DE GENDARMERIA DE CHIL,22,64751857,06/06/2018,09/06/2023,16141477,9137671.4,12,4,2,2943266.227,0,0
3377,ADQUISICIONES,I MUNICIPALIDAD DE CALAMA,10,64554478,04/02/2020,05/05/2023,19137760,1175510,2,2,2,6455447.8,312,0
1028897,Subdirección de administración y finanzas,SERVICIO LOCAL DE EDUCACION COSTA ARAUCANIA,3,64373429,12/07/2021,25/11/2022,393295,12874685.8,1,0,2,21457809.67,2200,0
5809,04 Facultad de Medicina,UNIVERSIDAD DE VALPARAISO,3,64350080,31/08/2021,02/06/2022,19378200,12870016,4,0,2,21450026.67,2437,0
5224,Adquisiciones,I MUNICIPALIDAD DE ERCILLA,3,64151119,05/02/2018,08/03/2023,0,-32479106.2,0,1,2,21383706.33,437,0
1727,Ministerio de Justicia - Sename,SERVICIO NACIONAL DE MENORES,2,63839974,19/11/2020,27/11/2020,0,12767994.8,0,0,2,31919987,5105,0
5324,Educacion,Ilustre Municipalidad de Lumaco,1,63699016,30/10/2020,30/10/2020,0,12739803.2,0,0,2,63699016,490,0
5974,Municipalidad de Temuco-Salud,I MUNICIPALIDAD DE TEMUCO,46,63452705,18/04/2018,28/03/2023,26651925,10836898.6,17,3,2,1379406.63,5568,0
2659,Hospital de Quellón,SERVICIO DE SALUD CHILOE,10,63428736,20/02/2018,28/12/2022,7425616,12685747.2,3,0,2,6342873.6,0,0
1848,Junji - IX Región,JUNTA NACIONAL DE JARDINES         INFANTILES,1,62943366,02/06/2022,02/06/2022,62943366,12588673.2,1,0,2,62943366,23015,0
4364,Dirección de Administración y Finanzas,I MUNICIPALIDAD DE PURRANQUE,2,62679480,02/11/2021,23/11/2021,0,12535896,0,0,2,31339740,630,0
1079454,SECCIÓN COMPRAS ZONA DE CARABINEROS ANTOFAGASTA,DIRECCION DE LOGISTICA DE CARABINEROS,17,62640677,16/08/2019,20/12/2022,16975870,12528135.4,3,0,1,3684745.706,0,0
2653,Seremi de Salud IV  Región,SUBSECRETARIA DE SALUD PUBLICA,15,62471640,01/06/2018,17/04/2023,86256,-622381.2,1,8,2,4164776,25289,0
1057438,Bienes y Servicios,SERVICIO DE SALUD COQUIMBO HOSPITAL VICUNA,6,62017795,06/11/2020,14/04/2023,19255028,4862142.2,16,7,2,10336299.17,200,0
5512,I. MUNICIPALIDAD DE SAN NICOLAS - EDUCACIÓN,I MUNICIPALIDAD DE SAN NICOLAS,5,61291840,10/01/2018,23/04/2021,0,12258368,0,0,2,12258368,724,0
1430,Adquisiciones,I MUNICIPALIDAD DE CAUQUENES,23,61209027,02/03/2018,15/06/2023,19246935,-14222046.6,3,4,2,2661262.043,1831,0
5398,Alcaldia,I MUNICIPALIDAD DE DALCAHUE,3,60830390,24/01/2018,25/02/2022,30583350,12166078,1,0,2,20276796.67,72,0
2336,Dirección de Vialidad - XIV Región - Dirección Regional,MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF,5,60594690,20/08/2018,23/08/2021,0,12118938,0,0,2,12118938,8883,0
2654,I MUNICIPALIDAD DE TEMUCO,I MUNICIPALIDAD DE TEMUCO,26,60420883,26/02/2018,06/06/2023,17150429,-586228.6,3,3,1,2323880.115,5568,0
1216085,Adquisiciones,CORP MUNICIPAL PARA EL DESARROLLO SOCIAL,1,60140084,12/06/2023,12/06/2023,0,-60140084,0,1,2,60140084,0,0
3268,DEPARTAMENTO ADQUISICIONES SALUD,I MUNICIPALIDAD DE LA PINTANA,14,59777342,11/06/2018,18/11/2022,4078687,11955468.4,7,0,2,4269810.143,2818,0
5559,XI Región - Oficina Provincial Aysen,CORP NACIONAL FORESTAL,12,59647809,15/11/2018,26/10/2022,4780722,11929561.8,1,0,2,4970650.75,16750,0
3774,MUNICIPALIDAD DE SAN PEDRO DE LA PAZ,I MUNICIPALIDAD DE SAN PEDRO DE LA PAZ,12,59553782,23/03/2018,21/12/2022,9115209,11910756.4,6,0,2,4962815.167,594,0
5691,U. ADQUISICIONES  CENTRO SALUD Y REHABILITACION,CAJA DE PREVISION DE LA DEFENSA NACIONAL,15,59374907,31/01/2018,31/01/2023,866,143781.4,2,1,1,3958327.133,1211,0
648752,Jefatura de Sanidad Militar - JESAM,COMANDO DE APOYO A LA FUERZA,5,59301354,16/08/2018,30/09/2022,1658712,11860270.8,1,0,2,11860270.8,0,0
1057494,Bienes y Servicios,SERVICIO DE SALUD SUR HOSPITAL EXEQUIEL,13,59044325,29/04/2019,06/06/2023,799755,-23592249.8,9,16,2,4541871.154,1601,0
1079596,SECCIÓN COMPRAS ZONA CARAB DE ARICA Y PARINACOTA,DIRECCION DE LOGISTICA DE CARABINEROS,9,59007627,22/10/2020,09/06/2023,28089478,1553709,6,1,2,6556403,0,0
2732,I MUNICIPALIDAD DE LA COMUNA DE EL BOSQUE,I MUNICIPALIDAD DE LA COMUNA DE EL BOSQUE,20,58993958,28/05/2018,23/05/2023,19559000,4525661.2,5,2,2,2949697.9,3346,0
4306,Escuela de Artillería - ESCART,COMANDO DE APOYO A LA FUERZA,16,58612148,05/04/2019,02/06/2023,30055012,-14189165.6,5,3,2,3663259.25,1,0
3056,Hospital Victoria,SERVICIO SALUD ARAUCANIA NORTE HOSPITAL VICTORIA,3,58321309,07/02/2018,13/06/2018,0,11664261.8,0,0,2,19440436.33,1179,0
3096,Hospital Cañete,HOSPITAL INTERCULTURAL KALLVU LLANKA.-,9,58305835,14/06/2018,31/05/2022,1,11661167,1,0,2,6478426.111,0,0
4618,Obras,I MUNICIPALIDAD DE LOS VILOS,1,58094789,23/02/2023,23/02/2023,0,-58094789,0,1,2,58094789,541,0
4876,Departamento de Salud,I MUNICIPALIDAD DE SANTA JUANA,2,58000000,24/10/2019,31/12/2021,0,11600000,0,0,2,29000000,523,0
3363,DEPARTAMENTO DE ADQUISICIONES,I.MUNICIPALIDAD DE CERRO NAVIA,34,57850862,28/02/2018,04/05/2023,0,3008024.8,0,2,2,1701495.941,423,0
4106,GOBERNACION MARITIMA DE ARICA,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,8,57652389,20/02/2018,21/04/2021,0,11530477.8,0,0,2,7206548.625,0,0
4972,I. Municipalidad de Laguna Blanca - Gestión,I MUNICIPALIDAD DE LAGUNA BLANCA,4,57162080,24/04/2019,02/09/2022,23255886,11432416,1,0,2,14290520,67,0
2257,PROGRAMAS REGIONALES - PROGRAMA 02,GOBIERNO REGIONAL REGION METROPOLITANA,2,57160008,17/04/2018,08/03/2021,0,11432001.6,0,0,2,28580004,251,0
1079650,ADMINISTRACION DE FONDOS,SERVICIO DE SALUD CONCEPCION,3,57053067,03/11/2021,06/12/2022,7300000,11410613.4,2,0,2,19017689,11318,0
3724,Municipalidad de lo Barnechea - Adquisiciones - Consistorial,I MUNICIPALIDAD LO BARNECHEA,6,56765460,02/05/2018,07/03/2023,0,1141092,0,1,2,9460910,1179,0
5231,DEPTO. ADM. Y FINANZAS,Ilustre Municipalidad de Curepto,3,56401394,14/09/2018,18/07/2022,5000000,11280278.8,1,0,2,18800464.67,470,0
3393,SECCION ADQUISICIONES,I MUNICIPALIDAD DE RANCAGUA,42,56295765,23/03/2018,19/06/2023,15583729,-7741893,5,5,2,1340375.357,527,0
5225,Educación,I MUNICIPALIDAD DE ERCILLA,27,56291588,14/05/2018,27/12/2022,21148310,11258317.6,6,0,2,2084873.63,437,0
3713, COMPRAS Y CONTRATACIONES MUNICIPALES,ILUSTRE MUNICIPALIDAD DE SAN CARLOS,7,56269700,27/09/2021,09/11/2022,55729700,11253940,5,0,2,8038528.571,653,0
3766,ADQUISICION MUNI-SALUD,I MUNICIPALIDAD DE RENGO,4,56043054,13/09/2019,05/07/2022,45540054,11208610.8,7,0,2,14010763.5,2364,0
584146,DEPARTAMENTO DE SALUD MUNICIPAL,I MUNICIPALIDAD DE PURRANQUE,8,55845568,17/10/2018,23/09/2022,1059915,11169113.6,2,0,2,6980696,630,0
1078113,FONDOS EXTRAPRESUPUESTARIOS,SUPERINTENDENCIA DE ELECTRICIDAD Y COMBUSTIBLES,2,55742851,05/10/2020,12/03/2021,0,11148570.2,0,0,2,27871425.5,382,0
4149,SERVICIO DE OBRAS Y CONSTRUCCIONES DE LA ARMADA,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,11,55697427,31/01/2018,14/06/2023,2936963,11130216.6,3,1,2,5063402.455,0,0
2968,CRS de Peñalolen Cordillera Oriente,CENTRO DE REFERENCIA DE SALUD DE PENALOLEN CORDILLERA ORIENTE,2,55281570,30/10/2019,20/09/2022,11646410,11056314,1,0,2,27640785,370,0
5980,Universidad de Santiago de Chile,UNIVERSIDAD DE SANTIAGO DE CHILE,9,55242342,03/01/2018,18/08/2022,35120769,11048468.4,2,0,2,6138038,5381,0
6197,Dirección de Vialidad - Nivel Central - Maestranza,MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF,2,55088254,19/08/2021,01/09/2022,47931774,11017650.8,5,0,2,27544127,8883,0
4792,Depto. Educación,I MUNICIPALIDAD DE PUNITAQUI,1,55031250,07/07/2020,07/07/2020,0,11006250,0,0,2,55031250,616,0
3275,UNIDAD ADQUISICIONES MUNICIPAL VALDIVIA,I MUNICIPALIDAD VALDIVIA,45,54784662,25/01/2018,21/10/2022,3906910,10956932.4,2,0,2,1217436.933,4340,0
515568,CODEDUC,CORP MUNICIPAL DE SERVICIOS Y DESARROLLO,2,54728530,25/10/2021,27/10/2021,0,10945706,0,0,2,27364265,2779,0
3990,IIIª Brigada Aérea,FUERZA AEREA DE CHILE COMANDO LOGISTICO,23,54695511,31/01/2018,13/03/2023,1700000,-8656897.8,1,1,2,2378065.696,0,0
4075,DISTRITO NAVAL BEAGLE,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,4,54262720,05/07/2018,19/10/2020,0,10852544,0,0,2,13565680,0,0
4328,Regimiento N° 10 Pudeto - R N° 10,COMANDO DE APOYO A LA FUERZA,10,54230173,22/10/2019,03/02/2023,34098480,5602339.4,4,1,2,5423017.3,0,0
4010,CENTRO DE ABASTECIMIENTO (T) (ADQ),DIRECCION DE ABASTECIMIENTO DE LA ARMADA,12,54048313,19/06/2018,14/06/2022,2235900,10809662.6,1,0,2,4504026.083,0,0
1998,Dirección de Vialidad - X Región - Dirección Regional,MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF,5,53858632,22/03/2018,07/06/2022,8400000,10771726.4,1,0,2,10771726.4,8883,0
1621,Escuadrilla de Abastecimiento BALCE,FUERZA AEREA DE CHILE COMANDO LOGISTICO,3,53442201,21/08/2019,19/04/2023,0,7119399,0,3,2,17814067,0,0
4440,Obras,I MUNICIPALIDAD DE DALCAHUE,14,53358913,12/02/2018,27/02/2023,9541900,4102382.6,5,4,2,3811350.929,72,0
6189,Servicios Generales,SERVICIO DE SALUD OCCIDENTE INSTITUTO TRAUMATOLOGICO DE SANTIAGO,2,53260000,10/10/2018,20/02/2019,0,10652000,0,0,2,26630000,572,0
1077523,ADMINISTRACION DE FONDOS,SERVICIO SALUD DEL RELONCAVI,1,53000000,10/09/2019,10/09/2019,0,10600000,0,0,2,53000000,7121,0
4080,DEPTO. DE BIENESTAR SOCIAL (I),DIRECCION DE ABASTECIMIENTO DE LA ARMADA,8,52965806,02/04/2019,25/04/2023,0,-1247390,0,2,2,6620725.75,50,0
3312,SECPLA LICITACIONES MUNICIPAL,I MUNICIPALIDAD DE SAN JAVIER,2,52850000,13/12/2022,29/03/2023,8092000,-43139600,1,1,2,26425000,1574,0
4413,Departamento de Salud,I MUNICIPALIDAD DE RINCONADA,12,52676355,13/11/2018,13/06/2023,21857886,6865590.6,18,14,2,4389696.25,342,0
727202,Secplan,I MUNICIPALIDAD DE VICUNA,2,52509759,10/01/2019,26/03/2019,0,10501951.8,0,0,2,26254879.5,1019,0
3692,Dirección de Salud,I MUNICIPALIDAD DE TALAGANTE,24,52444583,22/08/2018,24/01/2023,4683500,126628.6,1,1,2,2185190.958,558,0
5345,Dirección de Salud,MUNICIPALIDAD DE HUALPEN,9,52413115,25/04/2018,21/03/2023,16611913,-17232817,13,15,2,5823679.444,1858,0
5202,Municipalidad de Cunco,I MUNICIPALIDAD DE CUNCO,2,52143933,21/02/2019,14/09/2021,0,10428786.6,0,0,2,26071966.5,659,0
4454,Regimiento de Caballería Nº 3 Húsares - RC Nº 3,COMANDO DE APOYO A LA FUERZA,11,51691292,28/06/2019,18/04/2023,8248244,3279738.4,5,1,2,4699208.364,0,0
2719,Ilustre Municipalidad de los Lagos,I MUNICIPALIDAD DE LOS LAGOS,1,51635000,11/10/2019,11/10/2019,0,10327000,0,0,2,51635000,785,0
4349,"Destacamento de Montaña N° 8 ""Tucapel"" DESMÑA N° 8",COMANDO DE APOYO A LA FUERZA,21,51529376,24/04/2019,19/06/2023,16914611,-15217822.4,4,5,0,2453779.81,0,1
2618,Hospital de San Vicente de Tagua Tagua,SERVICIO DE SALUD HOSPITAL DE SAN VICENTE DE TAGUA TAGUA,1,51450306,15/02/2019,15/02/2019,0,10290061.2,0,0,2,51450306,344,0
1896,Hospital Psquiatrico del Salvador,SERVICIO DE SALUD VALPARAISO SAN ANTONIO,2,51415920,13/03/2020,18/01/2022,48865920,10283184,1,0,2,25707960,0,0
2743,Hospital de Mejillones,HOSPITAL DE MEJILLONES,5,51263983,07/03/2018,11/01/2023,14793840,-19599819.4,1,1,2,10252796.6,0,0
3196,Instituto Nac. de Rehabilitación Pedro Aguirre C.,INSTITUTO NACIONAL DE REHABILITACION PEDRO AGUIRRE CERDA,4,51057906,27/02/2018,21/03/2023,0,2330893.2,0,1,2,12764476.5,254,0
1052836,GOBERNACION PROVINCIAL DE PUNILLA,DELEGACIÓN PRESIDENCIAL PROVINCIAL DE PUNILLA,1,51000000,17/06/2021,17/06/2021,0,10200000,0,0,2,51000000,0,0
3574,I. MUNI  MAIPU  DEPARTAMENTO DE ADQUISICIONES,I MUNICIPALIDAD DE MAIPU,27,50664583,04/01/2018,15/06/2023,15231839,236882.6,5,3,2,1876466.037,1474,0
3355,CEMENTERIO MUNICIPAL,I MUNICIPALIDAD DE PUNTA ARENAS,3,50593574,29/04/2019,28/06/2022,10268150,10118714.8,2,0,2,16864524.67,496,0
4884,Dirección General de Fomento Equino y Remonta - DGFER,COMANDO DE APOYO A LA FUERZA,2,50589066,25/06/2018,10/12/2019,0,10117813.2,0,0,2,25294533,0,0
5476,depto. Educación,I MUNICIPALIDAD DE LOS ALAMOS DEPTO COMUNAL,3,50441937,29/06/2018,25/05/2023,25269870,-16342893,1,1,2,16813979,656,0
5054,ADMINISTRACION Y FINANZAS - ADQUISICIONES,ILUSTRE MUNICIPALIDAD  DE SAGRADA FAMILIA,1,50276520,11/08/2021,11/08/2021,0,10055304,0,0,2,50276520,814,0
4944,"CONTRATACION DE OBRAS, PROYECTOS Y CONCESIONES ",ILUSTRE MUNICIPALIDAD DE SAN CARLOS,3,50262408,16/09/2021,05/06/2023,2521008,-40362638.4,1,1,2,16754136,653,0
2465,Universidad de Talca,UNIVERSIDAD DE TALCA,13,50185607,13/11/2018,14/04/2023,4360000,7550359,1,1,2,3860431.308,1375,0
6042,Compras Servicios Asistenciales Hospital C.Herminda Martin,HOSPITAL CLINICO HERMINDA MARTIN,2,50132769,02/04/2018,01/06/2018,0,10026553.8,0,0,2,25066384.5,3684,0
4402,"Regimiento N° 12 ""Sangra""",COMANDO DE APOYO A LA FUERZA,6,50122033,11/04/2019,04/10/2022,8975311,10024406.6,3,0,0,8353672.167,0,1
3336,APROVISIONAMIENTO,I MUNICIPALIDAD DE SANTIAGO,25,50071635,27/02/2018,07/06/2023,9007250,6526260.6,3,1,2,2002865.4,6965,0
1821,Dirección de Arquitectura - VIII Región,MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF,1,49912500,12/07/2022,12/07/2022,49912500,9982500,1,0,2,49912500,8883,0
5279,Secplan,I MUNICIPALIDAD DE NACIMIENTO,2,49826412,28/03/2018,31/01/2023,0,-35426412,0,1,2,24913206,182,0
589305,GESTION DE INVERSIONES,SERVICIO DE SALUD BIO BIO,1,49760000,16/10/2018,16/10/2018,0,9952000,0,0,2,49760000,2692,0
1057495,Bienes y Servicios,SERVICIO DE SALUD SUR HOSPITAL LUCIO CORDOVA,5,49475375,15/10/2020,21/11/2022,4135562,9895075,1,0,2,9895075,403,0
3285,ADQUISICIONES MUNICIPAL,I MUNICIPALIDAD DE TALCA,15,49346692,07/09/2018,20/06/2023,20073040,-11370955.6,5,2,2,3289779.467,6067,0
1026727,CENTRO DE FORMACIÓN TÉCNICA DE LA REGIÓN DE TARAPA,CENTRO DE FORMACION TECNICA DE LA REGION DE TARAPACA,3,49103898,14/02/2020,26/02/2020,0,9820779.6,0,0,2,16367966,40,0
4053,DIRECCION DE SEGURIDAD Y OPERACIONES MARITIMAS,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,19,49049301,27/03/2019,09/06/2023,14084988,815484.6,3,2,2,2581542.158,0,0
1151549,CENTRO DE FORMACIÓN TÉCNICA ESTATAL REGIÓN ARICA Y,CENTRO DE FORMACIÓN TÉCNICA ESTATAL REGIÓN ARICA Y PARINACOTA,2,49003976,13/05/2022,31/08/2022,49003976,9800795.2,4,0,2,24501988,69,0
1077195,Administración de Fondos de Terceros,Comisión Chilena de Energía Nuclear,5,48996167,20/08/2019,01/02/2023,6151625,8371519,1,1,2,9799233.4,0,0
6263,DEPTO DE SALUD MUNICIPAL,I MUNICIPALIDAD DE VALLENAR,15,48927475,16/04/2018,11/05/2023,174775,9651864.2,5,1,2,3261831.667,553,0
3939,Adquisicion Municipal,I MUNICIPALIDAD DE LA GRANJA,30,48755445,08/03/2018,28/12/2022,2090875,9751089,1,0,2,1625181.5,1183,0
2537,Hospital El Pino,SERVICIO DE SALUD SUR HOSPITAL SANATORIO EL PINO,4,48711516,02/08/2018,13/11/2019,0,9742303.2,0,0,2,12177879,2028,0
3871,DIRECCION DE ADMINISTRACION Y FINANZAS,I MUNICIPALIDAD DE PUYEHUE,4,48420011,08/01/2019,09/06/2023,1751261,3744002.2,1,1,2,12105002.75,564,0
2757,Servicio de Salud del Reloncavi,SERVICIO SALUD DEL RELONCAVI,1,48346396,08/06/2018,08/06/2018,0,9669279.2,0,0,2,48346396,7121,0
3440,Departamento de Salud,I MUNICIPALIDAD DE COQUIMBO,12,47561344,29/03/2018,14/04/2023,2016640,6290447.6,1,1,2,3963445.333,2129,0
2656,SERVICIO SALUD COQUIMBO HOSP DE SALAMANC,SERVICIO SALUD COQUIMBO HOSP DE SALAMANC,12,47362183,22/02/2018,31/05/2023,0,4823048.6,0,7,2,3946848.583,320,0
1415,H Puerto Aysén,SERVICIO NACIONAL DE SALUD HOSPITAL DE PUERTO AYSEN,3,47077373,04/12/2018,27/01/2023,44550000,7297827.4,1,1,2,15692457.67,0,0
3120,Hospital de Illapel,SERVICIO DE SALUD COQUIMBO HOSPITAL DR. HUMBERTO ELORZA CORTES,9,46711994,27/04/2018,21/03/2022,7500000,9342398.8,1,0,2,5190221.556,518,0
4366,Ilustre Municipalidad de Rinconada,I MUNICIPALIDAD DE RINCONADA,11,46280061,27/08/2018,22/05/2023,9533460,-9948786.6,1,2,1,4207278.273,342,0
